"country_area","year","value"
"Turkey","2000","23254918950468"
"Turkey","1999","206388619824108"
"Turkey","1998","208365343988278"
"Turkey","1997","208480069613411"
"Turkey","1996","1947517794059"
"Turkey","1995","178812409473623"
"Turkey","1994","164623553279146"
"Turkey","1993","167443152055541"
"Turkey","1992","158571546483621"
"Turkey","1991","152335174224314"
"Turkey","1990","14675063697943"
"Ukraine","2014","24756122104158"
"Ukraine","2013","287436404374375"
"Ukraine","2012","295706064347456"
"Ukraine","2011","301273502167972"
"Ukraine","2010","287113606385185"
"Ukraine","2009","269598421828219"
"Ukraine","2008","317063843729194"
"Ukraine","2007","330087250809744"
"Ukraine","2006","325586622022044"
"Ukraine","2005","307341483489843"
"Ukraine","2004","296753731531998"
"Ukraine","2003","28572047993753"
"Ukraine","2002","281939349721843"
"Ukraine","2001","290774709706588"
"Ukraine","2000","271429773920677"
"Ukraine","1999","284109569319534"
"Ukraine","1998","309207662874893"
"Ukraine","1997","334208702214892"
"Ukraine","1996","344347189394243"
"Ukraine","1995","380871283680675"
"Ukraine","1994","409721673978029"
"Ukraine","1993","498504838991931"
"Ukraine","1992","577064259624575"
"Ukraine","1991","621305236399432"
"Ukraine","1990","69302476655995"
"United Kingdom","2014","434794556933168"
"United Kingdom","2013","475832050586927"
"United Kingdom","2012","484388090389505"
"United Kingdom","2011","464885748926953"
"United Kingdom","2010","507595711988819"
"United Kingdom","2009","489012500484764"
"United Kingdom","2008","539916163191626"
"United Kingdom","2007","553719939024983"
"United Kingdom","2006","562083094783584"
"United Kingdom","2005","563783537554562"
"United Kingdom","2004","566598164015122"
"United Kingdom","2003","5654755203474"
"United Kingdom","2002","554227635799311"
"United Kingdom","2001","570697030328595"
"United Kingdom","2000","561280866183966"
"United Kingdom","1999","553827549146135"
"United Kingdom","1998","561253722845185"
"United Kingdom","1997","557608779401985"
"United Kingdom","1996","582752784369152"
"United Kingdom","1995","5612029539948"
"United Kingdom","1994","569458364876459"
"United Kingdom","1993","574764752712009"
"United Kingdom","1992","589306018141796"
"United Kingdom","1991","604652896877579"
"United Kingdom","1990","596398473207427"
"United States of America","2014","555600657780565"
"United States of America","2013","550255071398641"
"United States of America","2012","534922094664921"
"United States of America","2011","555950766443653"
"United States of America","2010","568875600501015"
"United States of America","2009","548832028042503"
"United States of America","2008","592320137582301"
"United States of America","2007","612165386307212"
"United States of America","2006","604239361487176"
"United States of America","2005","61227466118598"
"United States of America","2004","609697836306809"
"United States of America","2003","598228916712555"
"United States of America","2002","593573878360961"
"United States of America","2001","589446294151346"
"United States of America","2000","599243803977823"
"United States of America","1999","58189723854139"
"United States of America","1998","57446721958021"
"United States of America","1997","570499686860223"
"United States of America","1996","563011371546884"
"United States of America","1995","544159922972902"
"United States of America","1994","537749221747199"
"United States of America","1993","528475862020545"
"United States of America","1992","517027435048577"
"United States of America","1991","506487975034285"
"United States of America","1990","511509504749812"
